time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,surface
24900,1.49816224,1.49141260,1.47122474,1.43777987,1.39137274,1.33239951,1.26133732,1.17871113,1.08503890,0.98073650,0.86593806,0.74010979,0.60103897,0.44113179,,,,,,,0.36546169
24960,1.49441178,1.48767390,1.46752138,1.43413538,1.38781061,1.32894297,1.25800904,1.17553276,1.08203034,0.97791476,0.86331524,0.73768876,0.59880061,0.43897639,,,,,,,0.36451364
25020,1.49066975,1.48394364,1.46382649,1.43049943,1.38425706,1.32549503,1.25468928,1.17236278,1.07902997,0.97510094,0.86070001,0.73527480,0.59656848,0.43682507,,,,,,,0.36356810
25080,1.48693615,1.48022184,1.46014008,1.42687200,1.38071203,1.32205554,1.25137800,1.16920123,1.07603783,0.97229506,0.85809232,0.73286786,0.59434254,0.43467779,,,,,,,0.36262504
25140,1.48321099,1.47650848,1.45646215,1.42325305,1.37717549,1.31862463,1.24807519,1.16604799,1.07305390,0.96949712,0.85549217,0.73046794,0.59212278,0.43253449,,,,,,,0.36168447
25200,1.47949427,1.47280358,1.45279271,1.41964257,1.37364752,1.31520219,1.24478086,1.16290313,1.07007811,0.96670708,0.85289954,0.72807501,0.58990916,0.43039492,,,,,,,0.36074638
25260,1.47578649,1.46910861,1.44913617,1.41604997,1.37014410,1.31181280,1.24152953,1.15981272,1.06716947,0.96399823,0.85040368,0.72579685,0.58783331,0.42843134,,,,,,,0.35980808
25320,1.47208750,1.46542244,1.44548841,1.41246617,1.36664944,1.30843214,1.23828683,1.15673071,1.06426906,0.96129718,0.84791523,0.72352549,0.58576345,0.42647076,,,,,,,0.35887026
25380,1.46839749,1.46174526,1.44184964,1.40889133,1.36316376,1.30506032,1.23505288,1.15365732,1.06137690,0.95860413,0.84543431,0.72126104,0.58369958,0.42451327,,,,,,,0.35793389
25440,1.46471646,1.45807706,1.43821987,1.40532544,1.35968701,1.30169741,1.23182768,1.15059245,1.05849307,0.95591904,0.84296084,0.71900349,0.58164161,0.42255901,,,,,,,0.35699920
25500,1.46104443,1.45441786,1.43459908,1.40176854,1.35621917,1.29834333,1.22861123,1.14753618,1.05561753,0.95324182,0.84049483,0.71675280,0.57958946,0.42060806,,,,,,,0.35606639
25560,1.45738137,1.45076764,1.43098729,1.39822062,1.35276028,1.29499811,1.22540347,1.14448838,1.05275022,0.95057253,0.83803628,0.71450894,0.57754307,0.41866047,,,,,,,0.35513556
25620,1.45372730,1.44712639,1.42738447,1.39468167,1.34931032,1.29166175,1.22220447,1.14144914,1.04989119,0.94791114,0.83558516,0.71227186,0.57550240,0.41671629,,,,,,,0.35420679
25680,1.45008220,1.44349410,1.42379057,1.39115160,1.34586920,1.28833415,1.21901409,1.13841834,1.04704033,0.94525756,0.83314140,0.71004150,0.57346741,0.41477552,,,,,,,0.35328014
25740,1.44644607,1.43987078,1.42020565,1.38763049,1.34243700,1.28501541,1.21583244,1.13539605,1.04419768,0.94261182,0.83070497,0.70781779,0.57143807,0.41283817,,,,,,,0.35235565
25800,1.44281891,1.43625642,1.41662968,1.38411832,1.33901371,1.28170543,1.21265937,1.13238217,1.04136322,0.93997390,0.82827588,0.70560075,0.56941435,0.41090423,,,,,,,0.35143335
25860,1.43920071,1.43265102,1.41306267,1.38061509,1.33559923,1.27840421,1.20949499,1.12937674,1.03853685,0.93734375,0.82585410,0.70339034,0.56739626,0.40897369,,,,,,,0.35051326
25920,1.43559147,1.42905458,1.40950460,1.37712073,1.33219362,1.27511181,1.20633918,1.12637971,1.03571866,0.93472132,0.82343958,0.70118653,0.56538377,0.40704654,,,,,,,0.34959541
25980,1.43199117,1.42546709,1.40595547,1.37363526,1.32879688,1.27182808,1.20319200,1.12339106,1.03290854,0.93210666,0.82103225,0.69898929,0.56337688,0.40512276,,,,,,,0.34867982
26040,1.42839982,1.42188853,1.40241524,1.37015871,1.32540893,1.26855311,1.20005338,1.12041080,1.03010650,0.92949970,0.81863215,0.69679860,0.56137556,0.40320232,,,,,,,0.34776649
26100,1.42481740,1.41831891,1.39888391,1.36669105,1.32202980,1.26528687,1.19692333,1.11743885,1.02731256,0.92690037,0.81623923,0.69461438,0.55937980,0.40128519,,,,,,,0.34685544
26160,1.42124392,1.41475822,1.39536150,1.36323224,1.31865950,1.26202930,1.19380183,1.11447527,1.02452658,0.92430872,0.81385348,0.69243664,0.55738958,0.39937136,,,,,,,0.34594668
26220,1.41767936,1.41120644,1.39184800,1.35978226,1.31529798,1.25878045,1.19068885,1.11151995,1.02174866,0.92172472,0.81147481,0.69026537,0.55540488,0.39746078,,,,,,,0.34504021
26280,1.41412371,1.40766358,1.38834339,1.35634116,1.31194522,1.25554023,1.18758439,1.10857298,1.01897873,0.91914827,0.80910323,0.68810054,0.55342569,0.39555343,,,,,,,0.34413603
26340,1.41057698,1.40412963,1.38484767,1.35290891,1.30860125,1.25230868,1.18448840,1.10563420,1.01621674,0.91657941,0.80673874,0.68594214,0.55145200,0.39364927,,,,,,,0.34323416
26400,1.40703915,1.40060457,1.38136082,1.34948549,1.30526604,1.24908580,1.18140092,1.10270373,1.01346273,0.91401812,0.80438131,0.68379014,0.54948377,0.39174827,,,,,,,0.34233460
26460,1.40351021,1.39708837,1.37788280,1.34607084,1.30193953,1.24587149,1.17832184,1.09978144,1.01071660,0.91146434,0.80203088,0.68164452,0.54752101,0.38985039,,,,,,,0.34143734
26520,1.39999016,1.39358106,1.37441365,1.34266502,1.29862177,1.24266583,1.17525127,1.09686739,1.00797839,0.90891805,0.79968743,0.67950520,0.54556369,0.38795560,,,,,,,0.34054240
26580,1.39647899,1.39008262,1.37095334,1.33926800,1.29531276,1.23946874,1.17218905,1.09396150,1.00524808,0.90637925,0.79735096,0.67737222,0.54361176,0.38606384,,,,,,,0.33964976
26640,1.39297669,1.38659304,1.36750188,1.33587979,1.29201238,1.23628022,1.16913529,1.09106379,1.00252556,0.90384792,0.79502146,0.67524556,0.54166523,0.38417509,,,,,,,0.33875944
26700,1.38948326,1.38311232,1.36405925,1.33250030,1.28872072,1.23310031,1.16608986,1.08817422,0.99981092,0.90132397,0.79269889,0.67312520,0.53972408,0.38228930,,,,,,,0.33787143
26760,1.38599867,1.37964044,1.36062544,1.32912958,1.28543776,1.22992887,1.16305284,1.08529277,0.99710408,0.89880746,0.79038319,0.67101111,0.53778830,0.38040643,,,,,,,0.33698572
26820,1.38252293,1.37617740,1.35720040,1.32576763,1.28216341,1.22676601,1.16002413,1.08241944,0.99440500,0.89629835,0.78807437,0.66890328,0.53585788,0.37852644,,,,,,,0.33610233
26880,1.37905602,1.37272319,1.35378416,1.32241442,1.27889772,1.22361166,1.15700378,1.07955416,0.99171373,0.89379656,0.78577243,0.66680169,0.53393278,0.37664927,,,,,,,0.33522124
26940,1.37559794,1.36927779,1.35037670,1.31906992,1.27564069,1.22046578,1.15399173,1.07669700,0.98903016,0.89130212,0.78347733,0.66470626,0.53201300,0.37477489,,,,,,,0.33434246
27000,1.37214868,1.36584120,1.34697802,1.31573411,1.27239226,1.21732843,1.15098798,1.07384782,0.98635432,0.88881501,0.78118904,0.66261704,0.53009852,0.37290325,,,,,,,0.33346599
27060,1.36870897,1.36241606,1.34359644,1.31242467,1.26918289,1.21424609,1.14805826,1.07109444,0.98379862,0.88647511,0.77907850,0.66074179,0.52844689,0.37138679,,,,,,,0.33258664
27120,1.36527886,1.35900049,1.34022435,1.30912462,1.26598275,1.21117272,1.14513717,1.06834932,0.98125074,0.88414252,0.77697465,0.65887247,0.52680018,0.36987032,,,,,,,0.33170585
27180,1.36185854,1.35559470,1.33686197,1.30583415,1.26279201,1.20810852,1.14222493,1.06561263,0.97871078,0.88181726,0.77487749,0.65700913,0.52515842,0.36835531,,,,,,,0.33082540
27240,1.35844803,1.35219869,1.33350930,1.30255328,1.25961069,1.20505349,1.13932154,1.06288440,0.97617882,0.87949945,0.77278712,0.65515181,0.52352140,0.36684203,,,,,,,0.32994595
27300,1.35504731,1.34881243,1.33016630,1.29928194,1.25643870,1.20200754,1.13642692,1.06016454,0.97365474,0.87718895,0.77070341,0.65330038,0.52188892,0.36533062,,,,,,,0.32906774
27360,1.35165635,1.34543589,1.32683295,1.29602011,1.25327605,1.19897068,1.13354107,1.05745305,0.97113855,0.87488579,0.76862642,0.65145487,0.52026108,0.36382164,,,,,,,0.32819098
27420,1.34827511,1.34206907,1.32350924,1.29276780,1.25012273,1.19594290,1.13066397,1.05474994,0.96863025,0.87258992,0.76655603,0.64961509,0.51863765,0.36231476,,,,,,,0.32731583
27480,1.34490359,1.33871193,1.32019514,1.28952498,1.24697871,1.19292418,1.12779559,1.05205508,0.96612973,0.87030132,0.76449228,0.64778114,0.51701882,0.36081029,,,,,,,0.32644240
27540,1.34154177,1.33536447,1.31689064,1.28629163,1.24384398,1.18991445,1.12493587,1.04936854,0.96363707,0.86801998,0.76243507,0.64595283,0.51540449,0.35930855,,,,,,,0.32557080
27600,1.33818963,1.33202667,1.31359572,1.28306773,1.24071847,1.18691370,1.12208485,1.04669029,0.96115216,0.86574582,0.76038443,0.64413025,0.51379464,0.35780896,,,,,,,0.32470109
27660,1.33484715,1.32869850,1.31031036,1.27985326,1.23760218,1.18392194,1.11924248,1.04402023,0.95867501,0.86347890,0.75834027,0.64231326,0.51218940,0.35631211,,,,,,,0.32383333
27720,1.33151430,1.32537994,1.30703454,1.27664814,1.23449511,1.18093915,1.11640868,1.04135840,0.95620561,0.86121907,0.75630260,0.64050192,0.51058854,0.35481801,,,,,,,0.32296757
27780,1.32819107,1.32207097,1.30376823,1.27345242,1.23139724,1.17796525,1.11358350,1.03870479,0.95374387,0.85896642,0.75427134,0.63869614,0.50899230,0.35332615,,,,,,,0.32210385
27840,1.32487745,1.31877158,1.30051142,1.27026605,1.22830853,1.17500024,1.11076690,1.03605928,0.95128984,0.85672084,0.75224651,0.63689592,0.50740053,0.35183718,,,,,,,0.32124221
27900,1.32157340,1.31548174,1.29726406,1.26708903,1.22522894,1.17204413,1.10795882,1.03342193,0.94884344,0.85448234,0.75022804,0.63510125,0.50581329,0.35035085,,,,,,,0.32038268
27960,1.31827891,1.31220144,1.29402615,1.26392133,1.22215845,1.16909688,1.10515925,1.03079272,0.94640466,0.85225089,0.74821592,0.63331207,0.50423064,0.34886693,,,,,,,0.31952527
28020,1.31499396,1.30893064,1.29079767,1.26076293,1.21909707,1.16615843,1.10236820,1.02817154,0.94397351,0.85002643,0.74621011,0.63152842,0.50265239,0.34738592,,,,,,,0.31867003
28080,1.31171853,1.30566934,1.28757860,1.25761379,1.21604476,1.16322878,1.09958562,1.02555846,0.94154987,0.84780898,0.74421060,0.62975020,0.50107878,0.34590739,,,,,,,0.31781696
28140,1.30845259,1.30241751,1.28436892,1.25447387,1.21300152,1.16030792,1.09681145,1.02295341,0.93913381,0.84559844,0.74221735,0.62797751,0.49950961,0.34443143,,,,,,,0.31696608
28200,1.30519613,1.29917513,1.28116861,1.25134319,1.20996728,1.15739584,1.09404571,1.02035633,0.93672525,0.84339488,0.74023033,0.62621018,0.49794499,0.34295836,,,,,,,0.31611740
28260,1.30194913,1.29594218,1.27797765,1.24822171,1.20694202,1.15449247,1.09128840,1.01776726,0.93432416,0.84119816,0.73824953,0.62444836,0.49638492,0.34148759,,,,,,,0.31527095
28320,1.29871156,1.29271863,1.27479602,1.24510942,1.20392575,1.15159779,1.08853941,1.01518615,0.93193057,0.83900836,0.73627492,0.62269189,0.49482928,0.34001951,,,,,,,0.31442673
28380,1.29548341,1.28950448,1.27162369,1.24200630,1.20091844,1.14871181,1.08579877,1.01261294,0.92954435,0.83682537,0.73430647,0.62094087,0.49327824,0.33855431,,,,,,,0.31358474
28440,1.29226465,1.28629969,1.26846064,1.23891232,1.19792008,1.14583451,1.08306648,1.01004766,0.92716558,0.83464922,0.73234417,0.61919520,0.49173161,0.33709118,,,,,,,0.31274501
28500,1.28905526,1.28310424,1.26530684,1.23582744,1.19493062,1.14296583,1.08034246,1.00749025,0.92479417,0.83247986,0.73038799,0.61745492,0.49018953,0.33563088,,,,,,,0.31190753
28560,1.28585523,1.27991810,1.26216227,1.23275163,1.19195001,1.14010574,1.07762670,1.00494067,0.92243011,0.83031726,0.72843791,0.61571999,0.48865195,0.33417326,,,,,,,0.31107232
28620,1.28266452,1.27674127,1.25902692,1.22968491,1.18897828,1.13725426,1.07491920,1.00239894,0.92007341,0.82816143,0.72649392,0.61399040,0.48711879,0.33271777,,,,,,,0.31023938
28680,1.27948313,1.27357371,1.25590076,1.22662723,1.18601540,1.13441135,1.07221994,0.99986500,0.91772396,0.82601228,0.72455598,0.61226616,0.48559021,0.33126507,,,,,,,0.30940871
28740,1.27631102,1.27041542,1.25278377,1.22357859,1.18306135,1.13157698,1.06952883,0.99733882,0.91538181,0.82386988,0.72262409,0.61054720,0.48406598,0.32981486,,,,,,,0.30858031
28800,1.27314818,1.26726637,1.24967594,1.22053896,1.18011608,1.12875110,1.06684591,0.99482042,0.91304691,0.82173409,0.72069821,0.60883360,0.48254627,0.32836685,,,,,,,0.30775420
28860,1.26999463,1.26412599,1.24657492,1.21750307,1.17717028,1.12591939,1.06415080,0.99228242,0.91068412,0.81956114,0.71872448,0.60705926,0.48094804,0.32680196,,,,,,,0.30693209
28920,1.26684979,1.26099428,1.24348251,1.21447561,1.17423279,1.12309577,1.06146340,0.98975184,0.90832832,0.81739459,0.71675665,0.60529019,0.47935413,0.32524034,,,,,,,0.30611335
28980,1.26371382,1.25787142,1.24039887,1.21145681,1.17130378,1.12028033,1.05878394,0.98722880,0.90597957,0.81523467,0.71479475,0.60352646,0.47776484,0.32368116,,,,,,,0.30529749
29040,1.26058671,1.25475741,1.23732400,1.20844665,1.16838322,1.11747309,1.05611239,0.98471325,0.90363793,0.81308123,0.71283886,0.60176797,0.47618020,0.32212445,,,,,,,0.30448437
29100,1.25746845,1.25165221,1.23425784,1.20544511,1.16547105,1.11467407,1.05344867,0.98220524,0.90130330,0.81093437,0.71088887,0.60001483,0.47460011,0.32057023,,,,,,,0.30367386
29160,1.25435902,1.24855583,1.23120042,1.20245218,1.16256731,1.11188319,1.05079284,0.97970464,0.89897573,0.80879399,0.70894483,0.59826699,0.47302463,0.31901840,,,,,,,0.30286591
29220,1.25125841,1.24546823,1.22815171,1.19946782,1.15967197,1.10910044,1.04814484,0.97721154,0.89665512,0.80666012,0.70700671,0.59652441,0.47145380,0.31746874,,,,,,,0.30206046
29280,1.24816658,1.24238940,1.22511169,1.19649199,1.15678501,1.10632583,1.04550461,0.97472585,0.89434154,0.80453270,0.70507445,0.59478716,0.46988761,0.31592084,,,,,,,0.30125746
29340,1.24508353,1.23931931,1.22208034,1.19352470,1.15390635,1.10355933,1.04287221,0.97224756,0.89203487,0.80241173,0.70314813,0.59305520,0.46832587,0.31437508,,,,,,,0.30045690
29400,1.24200923,1.23625795,1.21905764,1.19056594,1.15103603,1.10080086,1.04024754,0.96977668,0.88973518,0.80029720,0.70122763,0.59132849,0.46676874,0.31283139,,,,,,,0.29965873
29460,1.23894366,1.23320530,1.21604358,1.18761568,1.14817403,1.09805046,1.03763061,0.96731312,0.88744236,0.79818906,0.69931301,0.58960709,0.46521620,0.31128972,,,,,,,0.29886296
29520,1.23588680,1.23016134,1.21303812,1.18467390,1.14532033,1.09530812,1.03502143,0.96485694,0.88515647,0.79608734,0.69740425,0.58789094,0.46366814,0.30974958,,,,,,,0.29806955
29580,1.23283864,1.22712602,1.21004123,1.18174054,1.14247485,1.09257375,1.03241990,0.96240803,0.88287743,0.79399196,0.69550128,0.58618002,0.46212454,0.30821114,,,,,,,0.29727849
29640,1.22979915,1.22409936,1.20705290,1.17881562,1.13963761,1.08984738,1.02982606,0.95996644,0.88060527,0.79190298,0.69360418,0.58447437,0.46058547,0.30667453,,,,,,,0.29648977
29700,1.22676831,1.22108132,1.20407313,1.17589911,1.13680861,1.08712899,1.02723990,0.95753213,0.87833991,0.78982028,0.69171284,0.58277394,0.45905091,0.30513969,,,,,,,0.29570338
29760,1.22374611,1.21807189,1.20110189,1.17299101,1.13398782,1.08441854,1.02466132,0.95510505,0.87608139,0.78774396,0.68982732,0.58107869,0.45752067,0.30360648,,,,,,,0.29491929
29820,1.22073252,1.21507106,1.19813915,1.17009129,1.13117518,1.08171599,1.02209037,0.95268524,0.87382964,0.78567390,0.68794758,0.57938868,0.45599490,0.30207437,,,,,,,0.29413752
29880,1.21772753,1.21207879,1.19518491,1.16719991,1.12837069,1.07902137,1.01952702,0.95027258,0.87158468,0.78361016,0.68607357,0.57770383,0.45447359,0.30054385,,,,,,,0.29335803
29940,1.21473112,1.20909507,1.19223914,1.16431683,1.12557436,1.07633464,1.01697121,0.94786715,0.86934647,0.78155267,0.68420534,0.57602414,0.45295666,0.29901486,,,,,,,0.29258083
30000,1.21174326,1.20611988,1.18930183,1.16144207,1.12278615,1.07365572,1.01442296,0.94546887,0.86711500,0.77950144,0.68234281,0.57434963,0.45144402,0.29748734,,,,,,,0.29180590
30060,1.20876393,1.20315320,1.18637292,1.15857561,1.12000601,1.07098467,1.01188223,0.94307774,0.86489024,0.77745645,0.68048602,0.57268025,0.44993578,0.29596090,,,,,,,0.29103324
30120,1.20579313,1.20019500,1.18345241,1.15571743,1.11723394,1.06832146,1.00934899,0.94069375,0.86267217,0.77541768,0.67863494,0.57101597,0.44843194,0.29443548,,,,,,,0.29026284
30180,1.20283081,1.19724528,1.18054029,1.15286750,1.11446992,1.06566600,1.00682325,0.93831683,0.86046079,0.77338512,0.67678951,0.56935684,0.44693233,0.29291134,,,,,,,0.28949469
30240,1.19987698,1.19430401,1.17763653,1.15002577,1.11171396,1.06301832,1.00430495,0.93594705,0.85825605,0.77135872,0.67494979,0.56770278,0.44543702,0.29138842,,,,,,,0.28872878
30300,1.19693159,1.19137116,1.17474113,1.14719225,1.10896599,1.06037842,1.00179408,0.93358428,0.85605798,0.76933853,0.67311570,0.56605378,0.44394604,0.28986666,,,,,,,0.28796511
30360,1.19399465,1.18844673,1.17185405,1.14436691,1.10622599,1.05774624,0.99929067,0.93122859,0.85386650,0.76732445,0.67128725,0.56440989,0.44245937,0.28834541,,,,,,,0.28720367
30420,1.19106612,1.18553068,1.16897529,1.14154975,1.10349397,1.05512175,0.99679460,0.92887991,0.85168165,0.76531655,0.66946445,0.56277102,0.44097683,0.28682507,,,,,,,0.28644446
30480,1.18814598,1.18262300,1.16610481,1.13874075,1.10076991,1.05250498,0.99430594,0.92653823,0.84950336,0.76331471,0.66764722,0.56113716,0.43949856,,,,,,,,0.28568746
30540,1.18523422,1.17972367,1.16324259,1.13593986,1.09805378,1.04989588,0.99182464,0.92420356,0.84733166,0.76131902,0.66583561,0.55950837,0.43802457,,,,,,,,0.28493267
30600,1.18233081,1.17683265,1.16038859,1.13314705,1.09534552,1.04729439,0.98935064,0.92187583,0.84516648,0.75932938,0.66402956,0.55788455,0.43655475,,,,,,,,0.28418009
30660,1.17943625,1.17395157,1.15754781,1.13037282,1.09266323,1.04472817,0.98692298,0.91960717,0.84307481,0.75742956,0.66233218,0.55639284,0.43525198,,,,,,,,0.28342661
30720,1.17655039,1.17107916,1.15471558,1.12760698,1.08998909,1.04216979,0.98450277,0.91734552,0.84098962,0.75553566,0.66064016,0.55490591,0.43395324,,,,,,,,0.28267310
30780,1.17367339,1.16821557,1.15189207,1.12484969,1.08732325,1.03961939,0.98209012,0.91509098,0.83891106,0.75364787,0.65895367,0.55342383,0.43265828,,,,,,,,0.28192064
30840,1.17080524,1.16536081,1.14907728,1.12210093,1.08466570,1.03707691,0.97968504,0.91284357,0.83683914,0.75176613,0.65727258,0.55194653,0.43136715,,,,,,,,0.28116951
30900,1.16794592,1.16251483,1.14627117,1.11936068,1.08201638,1.03454236,0.97728751,0.91060327,0.83477378,0.74989041,0.65559698,0.55047405,0.43007966,,,,,,,,0.28041995
30960,1.16509540,1.15967762,1.14347373,1.11662892,1.07937528,1.03201574,0.97489753,0.90837002,0.83271499,0.74802074,0.65392679,0.54900624,0.42879590,,,,,,,,0.27967207
31020,1.16225367,1.15684916,1.14068492,1.11390559,1.07674239,1.02949701,0.97251502,0.90614382,0.83066278,0.74615705,0.65226200,0.54754320,0.42751576,,,,,,,,0.27892596
31080,1.15942068,1.15402941,1.13790472,1.11119068,1.07411769,1.02698616,0.97013997,0.90392467,0.82861707,0.74429934,0.65060263,0.54608475,0.42623933,,,,,,,,0.27818169
31140,1.15659642,1.15121835,1.13513310,1.10848418,1.07150115,1.02448309,0.96777239,0.90171253,0.82657786,0.74244761,0.64894855,0.54463099,0.42496655,,,,,,,,0.27743932
31200,1.15378085,1.14841596,1.13237004,1.10578606,1.06889274,1.02198785,0.96541225,0.89950734,0.82454516,0.74060179,0.64729984,0.54318180,0.42369746,,,,,,,,0.27669888
31260,1.15097397,1.14562220,1.12961550,1.10309630,1.06629242,1.01950040,0.96305950,0.89730913,0.82251892,0.73876190,0.64565642,0.54173721,0.42243205,,,,,,,,0.27596040
31320,1.14817573,1.14283706,1.12686946,1.10041486,1.06370016,1.01702073,0.96071412,0.89511787,0.82049910,0.73692792,0.64401828,0.54029719,0.42117031,,,,,,,,0.27522392
31380,1.14538611,1.14006050,1.12413190,1.09774174,1.06111597,1.01454880,0.95837610,0.89293350,0.81848573,0.73509978,0.64238544,0.53886170,0.41991226,,,,,,,,0.27448944
31440,1.14260509,1.13729251,1.12140280,1.09507689,1.05853981,1.01208454,0.95604543,0.89075603,0.81647876,0.73327752,0.64075777,0.53743078,0.41865788,,,,,,,,0.27375699
31500,1.13983264,1.13453305,1.11868212,1.09242028,1.05597166,1.00962799,0.95372207,0.88858545,0.81447814,0.73146108,0.63913536,0.53600432,0.41740720,,,,,,,,0.27302658
31560,1.13706874,1.13178211,1.11596986,1.08977189,1.05341149,1.00717911,0.95140597,0.88642173,0.81248391,0.72965044,0.63751812,0.53458243,0.41616016,,,,,,,,0.27229823
31620,1.13431337,1.12903965,1.11326597,1.08713170,1.05085928,1.00473788,0.94909715,0.88426480,0.81049601,0.72784561,0.63590606,0.53316494,0.41491684,,,,,,,,0.27157195
31680,1.13156649,1.12630565,1.11057044,1.08449970,1.04831497,1.00230427,0.94679558,0.88211469,0.80851440,0.72604652,0.63429918,0.53175200,0.41367715,,,,,,,,0.27084774
31740,1.12882808,1.12358009,1.10788325,1.08187585,1.04577858,0.99987822,0.94450123,0.87997139,0.80653910,0.72425318,0.63269739,0.53034347,0.41244118,,,,,,,,0.27012561
31800,1.12609811,1.12086294,1.10520435,1.07926013,1.04325008,0.99745976,0.94221405,0.87783482,0.80457008,0.72246559,0.63110075,0.52893941,0.41120880,,,,,,,,0.26940557
